lat,lon,name,operator,opening_hours,Unnamed: 5,prixDiesel,prixDieselExcellium,prixEssence95,prixEssence98,prixLPG,derniereModification,url
49.2788153,17.6852959,,,,,39.41,,40.98,,24.32,17-06-2026,https://www.mbenzin.cz/
49.898054,13.3768968,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.63,,41.29,,23.97,17-06-2026,https://www.mbenzin.cz/
49.2482284,17.6896291,,,,,39.99,,41.84,,24.47,17-06-2026,https://www.mbenzin.cz/
49.383224,15.6974326,,,,,39.46,,40.73,,24.57,17-06-2026,https://www.mbenzin.cz/
49.3121045,16.4865896,ORLEN,ORLEN,05:00-22:00,,39.72,,41.49,,24.58,17-06-2026,https://www.mbenzin.cz/
49.9757668,16.3896692,Shell,,,,40.11,,42.71,,24.41,17-06-2026,https://www.mbenzin.cz/
49.9814693,16.3946341,"Orlen - Ústí Nad Orlicí, Královéhradecká","Unipetrol RPA, s.r.o. – Benzina",24/7,,39.5,,41.56,,23.93,17-06-2026,https://www.mbenzin.cz/
49.3913239,15.5482967,Benzina,,,,39.02,,40.56,,24.44,17-06-2026,https://www.mbenzin.cz/
50.0623057,14.410552,"MOL, Strakonická","MOL Česká republika, s.r.o.",24/7,,40.17,,42.27,,24.12,17-06-2026,https://www.mbenzin.cz/
50.051368,14.410917,Shell,,Mo-Su 06:00-22:00,,40.99,,43.25,,24.3,17-06-2026,https://www.mbenzin.cz/
50.0388673,14.4666589,Shell,Shell,24/7,,41.1,,42.54,,25.08,17-06-2026,https://www.mbenzin.cz/
49.780217,14.9325975,Shell,,,,40.06,,42.58,,24.61,17-06-2026,https://www.mbenzin.cz/
49.7529801,15.0187253,Orlen,,24/7,,39.51,,41.63,,24.64,17-06-2026,https://www.mbenzin.cz/
49.2812414,17.0198483,MOL,,,,40.71,,41.57,,24.27,17-06-2026,https://www.mbenzin.cz/
50.2502962,14.3203601,Orlen,,24/7,,38.84,,41.38,,24.41,17-06-2026,https://www.mbenzin.cz/
49.5310016,17.8629365,AB Oil,AB - Oil,24/7,,39.78,,40.84,,24.67,17-06-2026,https://www.mbenzin.cz/
49.4969995,17.962278,"Orlen - Valašské Meziříčí, Hřbitovní",Orlen,,,39.3,,41.57,,24.56,17-06-2026,https://www.mbenzin.cz/
49.4850117,17.9641672,Tesco Valašské Meziříčí,Tesco Stores ČR a.s.,06:00-22:00,,39.46,,41.77,,24.03,17-06-2026,https://www.mbenzin.cz/
49.4175258,17.9542256,"Limitoo, Bystřička",Limitoo s.r.o.,"Mo-Fr 05:30-21:00; Sa,Su 06:00-21:00",,39.77,,41.83,,24.29,17-06-2026,https://www.mbenzin.cz/
49.3788141,17.9452715,,,,,39.27,,41.09,,24.51,17-06-2026,https://www.mbenzin.cz/
49.3631921,17.9588846,"UNION ROAD, s.r.o.","UNION ROAD, s.r.o.",6:00-22:00,,39.22,,40.69,,24.04,17-06-2026,https://www.mbenzin.cz/
49.3624134,17.9567767,"Autoservis Bobrky, a.s.","Autoservis Bobrky, a.s.",06:00-22:00,,39.53,,41.0,,24.5,17-06-2026,https://www.mbenzin.cz/
49.2156258,18.0493531,Silmet Lidečko,SILMET Příbram a.s.,Mo-Fr 05:00-22:00;Sa-Su 07:00-20:00,,39.62,,41.31,,24.34,17-06-2026,https://www.mbenzin.cz/
49.4600636,18.1287713,OMV,"OMV Česká republika, s.r.o.",24/7,,40.7,,42.61,,24.72,17-06-2026,https://www.mbenzin.cz/
50.2021463,14.6869075,Robin Oil,RoBiN OIL s.r.o.,24/7,,39.41,,41.17,,24.52,17-06-2026,https://www.mbenzin.cz/
48.9480545,16.7283937,Agrotec,,,,38.86,,41.61,,24.33,17-06-2026,https://www.mbenzin.cz/
49.2361999,16.5870972,"MOL, Řečkovice - Palackého","MOL Česká republika, s.r.o.","Mo-Fr 06:00-22:00, Sa-Su 07:00-22:00",,40.36,,42.07,,24.82,17-06-2026,https://www.mbenzin.cz/
48.9471348,17.3725712,Unicorn Oil,,,,39.38,,40.76,,24.29,17-06-2026,https://www.mbenzin.cz/
48.867437,17.114149,Shell,Shell Czech Republic,24/7,,40.64,,42.82,,24.79,17-06-2026,https://www.mbenzin.cz/
48.9440338,17.3707738,ČSAD Hodonín,,,,38.94,,40.88,,24.01,17-06-2026,https://www.mbenzin.cz/
48.8474975,17.0720165,OMV,OMV Česká republika,24/7,,40.26,,42.85,,24.38,17-06-2026,https://www.mbenzin.cz/
49.8733688,14.8855477,MOL Sázava,"MOL Česká republika, s.r.o.",06:00-22:00,,40.58,,41.62,,24.88,17-06-2026,https://www.mbenzin.cz/
50.5355701,14.1457279,"MOL, Litoměřice","MOL Česká republika, s.r.o.",24/7,,40.23,,42.44,,24.9,17-06-2026,https://www.mbenzin.cz/
49.845384,14.9681819,,,,,39.39,,41.5,,23.98,17-06-2026,https://www.mbenzin.cz/
49.7792053,15.0160719,CS POINT,Kácov,,,38.93,,41.05,,24.56,17-06-2026,https://www.mbenzin.cz/
49.6665417,15.3982417,EuroOil Světlá nad Sázavou,"Čepro, a.s.",24/7,,39.78,,40.61,,24.68,17-06-2026,https://www.mbenzin.cz/
50.0002324,14.0028236,Avia Nižbor,BENOL s.r.o.,05:30-21:00,,38.39,,40.91,,23.76,17-06-2026,https://www.mbenzin.cz/
49.2096438,15.8945077,Benzina,,,,39.58,,41.39,,24.28,17-06-2026,https://www.mbenzin.cz/
49.2016907,15.897548,E.ON - plnicí stanice CNG,,,,39.62,,41.7,,24.06,17-06-2026,https://www.mbenzin.cz/
50.2342814,14.5905754,Orlen Kostelec nad Labem,,06:00-21:00,,39.96,,41.33,,24.01,17-06-2026,https://www.mbenzin.cz/
48.8948467,17.7105141,Limitoo Strání,Limitoo s.r.o.,"Mo-Fr 06:00-19:00; Sa,Su 07:00-19:00",,39.12,,41.69,,24.43,17-06-2026,https://www.mbenzin.cz/
49.1028402,16.6032826,Tank Ono - ČS Brno-Popovice,Tank ONO s.r.o.,24/7,,36.45,,38.33,,23.49,17-06-2026,https://www.mbenzin.cz/
49.014799,16.6010459,as,,,,39.77,,40.61,,24.55,17-06-2026,https://www.mbenzin.cz/
48.9817212,14.4418491,Robin Oil,RoBiN OIL s.r.o.,24/7,,39.93,,41.28,,24.15,17-06-2026,https://www.mbenzin.cz/
49.660908,18.6614201,Shell,,,,40.47,,42.24,,24.42,17-06-2026,https://www.mbenzin.cz/
49.3856943,15.5936325,OMV,OMV,Mo-Su 05:00-23:00,,40.86,,42.94,,24.37,17-06-2026,https://www.mbenzin.cz/
49.3812697,15.5923998,Benzina,,,,39.19,,40.54,,24.51,17-06-2026,https://www.mbenzin.cz/
50.1311471,15.0818951,Shell,,,,40.17,,42.23,,24.41,17-06-2026,https://www.mbenzin.cz/
50.2149685,15.0514004,Herst Bobnice,"Herst, s.r.o.",,,38.89,,40.57,,23.99,17-06-2026,https://www.mbenzin.cz/
49.3188665,15.4011146,ČS Batelov,,24/7,,39.39,,40.87,,24.16,17-06-2026,https://www.mbenzin.cz/
50.2209827,12.1906883,Free1 GAS Aš Q1,TOP TANK s.r.o.,Mo-Fr 07:00-22:00; Sa-Su 7:00-19:00,,39.13,,41.24,,24.05,17-06-2026,https://www.mbenzin.cz/
49.0764764,16.4455013,,,,,39.61,,41.38,,24.45,17-06-2026,https://www.mbenzin.cz/
50.5863917,13.5602218,G.A.S. Petroleum,G.A.S. Petroleum Group,Mo-Su 05:30-22:00,,39.84,,41.16,,24.57,17-06-2026,https://www.mbenzin.cz/
50.4340197,14.6279777,Kabe Mšeno,,,,39.2,,41.82,,24.28,17-06-2026,https://www.mbenzin.cz/
49.427669,15.5999114,Mobil Gas Centrum spol. s r.o.,,Mo-Fr 07:00-19:00; Sa-Su 08:00-19:00,,39.48,,40.73,,24.32,17-06-2026,https://www.mbenzin.cz/
49.8783437,13.9025056,Maja Oil,,,,39.97,,40.74,,24.24,17-06-2026,https://www.mbenzin.cz/
50.1133789,14.6020745,Orlen,,24/7,,38.98,,41.18,,24.03,17-06-2026,https://www.mbenzin.cz/
50.1096001,14.6237119,Benzina - Horní Počernice,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,39.9,,41.45,,23.9,17-06-2026,https://www.mbenzin.cz/
50.5384073,14.5349557,Forus,,,,39.39,,40.52,,24.3,17-06-2026,https://www.mbenzin.cz/
50.3655035,14.4784716,Topexol,,,,38.9,,41.54,,24.33,17-06-2026,https://www.mbenzin.cz/
50.3450392,14.4172976,2S Býkev,2S,,,39.03,,40.77,,24.07,17-06-2026,https://www.mbenzin.cz/
50.1858355,14.0338839,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,39.67,,41.55,,24.4,17-06-2026,https://www.mbenzin.cz/
50.1081723,14.6379094,Orlen,,24/7,,39.66,,41.15,,24.56,17-06-2026,https://www.mbenzin.cz/
49.1289214,14.0856572,EuroOil Bavorov,"Čepro, a.s.",Mo-Su 06:00-19:00,,39.06,,41.4,,24.63,17-06-2026,https://www.mbenzin.cz/
49.9962716,13.5554605,Roal oil,,,,39.47,,41.19,,24.21,17-06-2026,https://www.mbenzin.cz/
49.7626587,15.480932,Orlen,,Mo-Sa 05:00-22:00; Su 06:00-22:00,,39.04,,41.54,,24.44,17-06-2026,https://www.mbenzin.cz/
49.3304847,13.5401551,MOL Nalžovské Hory,"MOL Česká republika, s.r.o.",06:00-22:00,,40.12,,42.79,,24.87,17-06-2026,https://www.mbenzin.cz/
49.1706202,13.4606327,RoBiN OIL Hartmanice,RoBiN OIL s.r.o.,Mo-Su 06:00-18:00,,39.9,,41.81,,23.91,17-06-2026,https://www.mbenzin.cz/
49.262228,14.9301267,AGRA Deštná,,,,39.58,,41.51,,24.23,17-06-2026,https://www.mbenzin.cz/
49.923285,14.2563125,Martin Oil,MARTIN Oil s.r.o.,05:00-22:00,,39.39,,41.07,,24.26,17-06-2026,https://www.mbenzin.cz/
50.2406228,15.5005178,Benzina - Nový Bydžov,"Unipetrol RPA, s.r.o. – Benzina",05:00-23:00,,39.93,,40.67,,24.7,17-06-2026,https://www.mbenzin.cz/
49.8704725,17.0900347,EuroOil Libina,"Čepro, a.s.",Mo-Su 06:00-20:00,,38.96,,41.49,,24.03,17-06-2026,https://www.mbenzin.cz/
49.6426516,18.3227248,,,,,39.0,,41.54,,24.31,17-06-2026,https://www.mbenzin.cz/
50.6012057,15.5190896,BusLine,,,,38.89,,41.68,,24.22,17-06-2026,https://www.mbenzin.cz/
50.5926006,15.3312944,Benzina,"Benzina, s.r.o.",5:00-21:00,,38.86,,41.11,,24.18,17-06-2026,https://www.mbenzin.cz/
50.5728131,15.4121789,,,,,39.11,,40.76,,24.51,17-06-2026,https://www.mbenzin.cz/
50.0318001,15.6091008,Tomegas,,,,39.79,,41.44,,24.57,17-06-2026,https://www.mbenzin.cz/
49.2677595,13.9163293,Robin Oil,Čepro,24/7,,39.99,,41.21,,24.34,17-06-2026,https://www.mbenzin.cz/
48.9789373,17.3145761,Chemis,,"Mo-Sa 05:00-22:00; Su,PH 07:00-21:00",,39.53,,41.77,,24.46,17-06-2026,https://www.mbenzin.cz/
49.8707257,14.2704987,Benzina,,24/7,,39.34,,41.58,,24.23,17-06-2026,https://www.mbenzin.cz/
49.9542568,14.3780159,MOL,"MOL Česká republika, s.r.o.",24/7,,39.79,,41.4,,24.85,17-06-2026,https://www.mbenzin.cz/
50.1095768,14.6395044,Shell,,,,41.12,,42.29,,24.82,17-06-2026,https://www.mbenzin.cz/
49.3592091,15.9952681,Benzina,,,,39.06,,41.65,,24.46,17-06-2026,https://www.mbenzin.cz/
50.4338034,15.4082175,"Benzina - Jičín, Robousy","Unipetrol RPA, s.r.o. – Benzina",24/7,,39.96,,41.07,,24.16,17-06-2026,https://www.mbenzin.cz/
50.3977513,16.0528169,Benzina,"Benzina, s.r.o.",,,39.26,,41.84,,24.57,17-06-2026,https://www.mbenzin.cz/
49.6474548,17.9893677,Orlen,,05:00-22:00,,39.21,,41.52,,23.96,17-06-2026,https://www.mbenzin.cz/
49.2080242,16.6474198,"Prim Brno, Židenice",PETRA s.r.o.,06:00-22:00,,39.19,,40.72,,24.24,17-06-2026,https://www.mbenzin.cz/
50.9308863,14.5581734,RoBiN OIL Rumburk,RoBiN OIL s.r.o.,24/7,,39.56,,41.89,,24.6,17-06-2026,https://www.mbenzin.cz/
49.9529204,15.0407189,"KM-Prona, Zásmuky","KM - PRONA, a.s.",06:00-21:00,,38.69,,41.4,,24.24,17-06-2026,https://www.mbenzin.cz/
48.9690754,17.2039507,MOW,Šmída Group,Mo-Fr 06:00-20:00; Sa-Su 07:00-20:00,,39.78,,41.32,,24.16,17-06-2026,https://www.mbenzin.cz/
49.0763819,17.4829554,"Orlen - Uherské Hradiště, Sokolovská","Unipetrol RPA, s.r.o. – Benzina",24/7,,39.65,,41.74,,24.36,17-06-2026,https://www.mbenzin.cz/
50.9975863,14.2922521,Petrol Horní Poustevna,"G7, a.s.",06:00-22:00,,39.26,,40.58,,24.46,17-06-2026,https://www.mbenzin.cz/
49.7856948,13.7206327,RoBiN OIL Mýto,RoBiN OIL s.r.o.,24/7,,39.24,,41.67,,24.16,17-06-2026,https://www.mbenzin.cz/
50.6997812,15.4346411,Benzínová čerpací stanice Belda,,Mo-Su 05:30-21:30,,39.94,,41.76,,24.37,17-06-2026,https://www.mbenzin.cz/
50.6074556,15.323094,Shell,,,,40.4,,42.38,,24.43,17-06-2026,https://www.mbenzin.cz/
49.6577967,17.8321052,Benzina - Odry,"Unipetrol RPA, s.r.o. – Benzina",06:00-21:00,,39.88,,41.29,,23.95,17-06-2026,https://www.mbenzin.cz/
50.2865972,14.3124932,Podhořany,,,,39.35,,41.64,,24.43,17-06-2026,https://www.mbenzin.cz/
49.7810504,13.4101754,RoBiN OIL Bílá Hora,RoBiN OIL s.r.o.,24/7,,39.26,,41.73,,24.48,17-06-2026,https://www.mbenzin.cz/
49.1407869,14.1834687,Benzina,,Mo-Su 06:00-20:00,,39.08,,40.78,,24.42,17-06-2026,https://www.mbenzin.cz/
50.5732808,15.2638788,Kontakt Tatobity,"Kontakt - služby motoristům, spol. s r.o.","Mo-Fr 06:00-20:00, Sa-Su 07:00-20:00",,39.15,,40.63,,24.63,17-06-2026,https://www.mbenzin.cz/
50.1295034,14.112094,"MOL, Kladno - Milady Horákové","MOL Česká republika, s.r.o.",05:00-22:00,,39.81,,41.85,,24.37,17-06-2026,https://www.mbenzin.cz/
50.1265097,14.1206093,OMV,OMV Česká republika,24/7,,40.43,,42.95,,25.07,17-06-2026,https://www.mbenzin.cz/
50.1318552,14.1119873,"MOL, Kladno - Americká","MOL Česká republika, s.r.o.",24/7,,39.77,,42.73,,24.31,17-06-2026,https://www.mbenzin.cz/
49.1787102,16.2988244,Pents,,,,39.29,,41.37,,24.67,17-06-2026,https://www.mbenzin.cz/
49.1543563,15.0022894,"MOL, Jindřichův Hradec","MOL Česká republika, s.r.o.",05:00-22:00,,39.88,,41.76,,24.47,17-06-2026,https://www.mbenzin.cz/
48.7295702,14.4809617,"MOL, Kaplice I.","MOL Česká republika, s.r.o.",Mo-Su 05:00-22:00,,40.11,,42.27,,24.78,17-06-2026,https://www.mbenzin.cz/
50.1439649,14.1248878,OMV,OMV Česká republika,24/7,,40.9,,42.3,,24.44,17-06-2026,https://www.mbenzin.cz/
50.7746104,15.0280744,Globus,"Globus ČR, v.o.s.",07:00-21:00,,39.75,,41.8,,23.96,17-06-2026,https://www.mbenzin.cz/
50.1389056,14.1005217,Shell,,Mo-Su 06:00-22:00,,40.24,,42.68,,25.08,17-06-2026,https://www.mbenzin.cz/
50.1533548,14.104548,Prim Kladno,PETRA s.r.o.,06:00-22:00,,39.86,,41.37,,24.21,17-06-2026,https://www.mbenzin.cz/
50.1614658,14.1116981,RoBiN OIL Kladno - Švermov,RoBiN OIL s.r.o.,24/7,,39.27,,41.34,,24.45,17-06-2026,https://www.mbenzin.cz/
49.2097068,16.1436063,Benzina - Náměšť nad Oslavou,,Mo-Sa 00:00-24:00; Su 05:00-21:00,,39.69,,40.65,,24.6,17-06-2026,https://www.mbenzin.cz/
50.2135678,15.8265278,"HDB, s.r.o.",,,,39.86,,41.21,,24.69,17-06-2026,https://www.mbenzin.cz/
49.8137473,18.2979715,Prim Ostrava,PETRA s.r.o.,05:00-21:00,,39.88,,41.29,,24.66,17-06-2026,https://www.mbenzin.cz/
49.4791275,17.8183298,Benzina,,05:00-21:00,,39.75,,41.5,,24.26,17-06-2026,https://www.mbenzin.cz/
49.1841051,15.4407461,Benzina,,,,39.24,,41.86,,24.46,17-06-2026,https://www.mbenzin.cz/
49.1871711,15.4493116,"Benzina - Telč, Slavatovská","Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,39.16,,41.72,,24.49,17-06-2026,https://www.mbenzin.cz/
49.1466906,18.0212471,EuroOil Valašské Klobouky,"Čepro, a.s.",Mo-Su 06:00-21:00,,39.48,,41.75,,24.47,17-06-2026,https://www.mbenzin.cz/
50.34284,15.9044463,Orlen,Orlen Unipetrol RPA,24/7,,39.86,,40.57,,24.32,17-06-2026,https://www.mbenzin.cz/
50.6196013,15.6192238,"Kontakt, Vrchlabí","Kontakt - služby motoristům, spol. s r.o.",24/7,,39.36,,41.55,,24.57,17-06-2026,https://www.mbenzin.cz/
49.3999191,14.480245,,,,,38.87,,41.35,,23.99,17-06-2026,https://www.mbenzin.cz/
50.7154013,15.1605938,Autoslužby Pavlišta,Autoslužby Pavlišta s.r.o.,Mo-Fr 05:00-22:00;Su-Sa 06:00-22:00,,39.22,,41.33,,24.35,17-06-2026,https://www.mbenzin.cz/
49.408446,14.6884319,Comett,,,,39.53,,40.82,,24.38,17-06-2026,https://www.mbenzin.cz/
49.2850377,17.682262,,,Mo-Fr 7:30-18:00; Sa 7:30-15:00,,39.17,,41.85,,24.62,17-06-2026,https://www.mbenzin.cz/
50.4223773,12.7308446,one1 Potůčky II,,,,39.92,,40.65,,24.7,17-06-2026,https://www.mbenzin.cz/
50.07814,14.64814,OMV,"OMV Česká republika, s.r.o.",24/7,,40.89,,42.84,,24.65,17-06-2026,https://www.mbenzin.cz/
49.8077018,18.3402102,LPG,,,,38.84,,40.9,,24.47,17-06-2026,https://www.mbenzin.cz/
49.8748052,16.8916659,Shell,,Mo-Su 05:30-22:30,,40.15,,42.01,,24.58,17-06-2026,https://www.mbenzin.cz/
49.5602219,17.3096353,"Avia Olomouc, Olympia",,07:00-21:00,,38.33,,40.64,,23.71,17-06-2026,https://www.mbenzin.cz/
49.3994327,14.6411488,Oktan Tábor - Horky,"OKTANnew cz, s.r.o.",Mo-Fr 06:00-20:00; Sa 07:00-20:00; Su 08:00-20:00,,39.46,,40.85,,24.69,17-06-2026,https://www.mbenzin.cz/
49.7578867,18.031911,,,24/7,,38.92,,41.03,,24.26,17-06-2026,https://www.mbenzin.cz/
49.399051,15.8806338,ArmEx Měřín,ARMEX Oil s.r.o.,24/7,,39.66,,41.32,,24.47,17-06-2026,https://www.mbenzin.cz/
50.7534097,15.0704672,Kontakt Liberec Rochlice,"Kontakt - služby motoristům, spol. s r.o.",Mo-Fr 06:00-22:00; Sa-Su 7:00-22:00,,39.94,,41.45,,24.08,17-06-2026,https://www.mbenzin.cz/
50.7593052,15.053308,"Shell Košická, Liberec","Shell Czech Republic, a.s.",24/7,,40.3,,42.29,,24.35,17-06-2026,https://www.mbenzin.cz/
49.0953268,16.6009158,HUNSGAS,,"Mo-Fr 05:00-21:00; Sa,Su 06:00-20:00",,39.77,,41.57,,23.96,17-06-2026,https://www.mbenzin.cz/
48.9885068,16.536085,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.76,,41.3,,24.63,17-06-2026,https://www.mbenzin.cz/
48.853247,16.7083579,Čerpací stanice Milovice,,Mo-Su 06:00-20:00,,38.83,,40.6,,24.08,17-06-2026,https://www.mbenzin.cz/
49.3151781,15.6684443,Benzina - Brtnice,"Unipetrol RPA, s.r.o. – Benzina",06:00-20:00,,39.29,,41.68,,24.57,17-06-2026,https://www.mbenzin.cz/
48.7738996,14.9793733,,,,,38.85,,41.51,,23.97,17-06-2026,https://www.mbenzin.cz/
50.172761,13.7410718,Tank Ono,Tank Ono,24/7,,37.3,,39.48,,23.26,17-06-2026,https://www.mbenzin.cz/
49.9931376,17.8129463,"HUNSGAS, s.r.o.",,,,39.61,,41.41,,24.45,17-06-2026,https://www.mbenzin.cz/
50.7331326,15.0508865,Makro Liberec,MAKRO Cash & Carry ČR s.r.o.,Mo-Sa 06:00-21:00; Su 07:00-21:00,,39.78,,40.61,,24.48,17-06-2026,https://www.mbenzin.cz/
49.1878218,15.8901011,,,,,39.96,,40.86,,24.54,17-06-2026,https://www.mbenzin.cz/
49.7256994,13.3870235,"MOL, Plzeň - Doudlevce","MOL Česká republika, s.r.o.",24/7,,40.47,,42.68,,24.68,17-06-2026,https://www.mbenzin.cz/
48.9600321,16.4307407,,,,,39.35,,40.99,,24.21,17-06-2026,https://www.mbenzin.cz/
48.7571387,16.242305,,Swiss tank,,,39.81,,41.19,,24.05,17-06-2026,https://www.mbenzin.cz/
48.9803026,14.5017514,MOL,,24/7,,40.56,,41.86,,24.61,17-06-2026,https://www.mbenzin.cz/
48.8732838,17.1170943,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.68,,40.68,,24.42,17-06-2026,https://www.mbenzin.cz/
49.3963543,14.6859459,Tesco,Tesco Stores ČR,24/7,,38.94,,40.51,,24.21,17-06-2026,https://www.mbenzin.cz/
49.2542444,13.5514815,Orlen Sušice,"Unipetrol RPA, s.r.o. – Benzina",05:00-21:00,,39.99,,41.59,,24.21,17-06-2026,https://www.mbenzin.cz/
50.6680627,14.7267253,Benzina,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,38.81,,41.32,,24.32,17-06-2026,https://www.mbenzin.cz/
50.358751,12.7897408,Free1 GAS Pernink,TOP TANK s.r.o.,off,,39.68,,40.58,,24.2,17-06-2026,https://www.mbenzin.cz/
49.7464877,18.4899527,EuroOil Horní Těrlicko,"Čepro, a.s.",Mo-Su 06:00-20:00,,39.06,,41.13,,24.69,17-06-2026,https://www.mbenzin.cz/
50.1649994,16.4541105,AUKO,,,,39.34,,40.98,,24.37,17-06-2026,https://www.mbenzin.cz/
49.2172794,16.0730646,G.A.S. Petroleum,,Mo-Su 05:30-22:00,,39.32,,40.59,,24.36,17-06-2026,https://www.mbenzin.cz/
49.7886278,18.4068247,Shell,,,,40.01,,43.11,,24.73,17-06-2026,https://www.mbenzin.cz/
49.1489955,16.916145,Eurobit,Eurobit,Mo-Su 05:00-22:00,,38.69,,40.81,,23.76,17-06-2026,https://www.mbenzin.cz/
49.4922771,16.6433813,OMV,OMV,24/7,,40.85,,42.69,,24.42,17-06-2026,https://www.mbenzin.cz/
50.3502911,12.4751007,one1 Kraslice,,05:00-23:00,,39.35,,40.53,,24.0,17-06-2026,https://www.mbenzin.cz/
50.3523308,12.4712495,Free One Shop,TOP TANK s.r.o.,,,39.08,,41.16,,24.26,17-06-2026,https://www.mbenzin.cz/
50.1411993,14.0633336,Olymp oil,Olymp oil,,,39.37,,40.66,,23.97,17-06-2026,https://www.mbenzin.cz/
50.1056022,14.0706537,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,39.44,,41.71,,24.45,17-06-2026,https://www.mbenzin.cz/
50.1050066,14.0696008,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,39.81,,41.78,,24.62,17-06-2026,https://www.mbenzin.cz/
50.0873978,14.1209481,RoBiN OIL Unhošť,RoBiN OIL s.r.o.,24/7,,39.32,,40.89,,24.53,17-06-2026,https://www.mbenzin.cz/
50.0831525,14.2368152,"KM-Prona, Hostivice","KM - PRONA, a.s.",05:00-22:00,,38.58,,40.44,,24.08,17-06-2026,https://www.mbenzin.cz/
50.0857778,14.2209158,,OR,,,39.86,,41.3,,24.63,17-06-2026,https://www.mbenzin.cz/
49.903694,12.9788259,,AGP Domažlice,,,39.96,,41.19,,24.49,17-06-2026,https://www.mbenzin.cz/
50.1329466,14.9736722,Orlen,,05:00-22:00,,39.76,,41.64,,23.95,17-06-2026,https://www.mbenzin.cz/
50.0610873,14.5329487,Auto Tukas,,,,39.96,,40.55,,24.52,17-06-2026,https://www.mbenzin.cz/
49.0542652,14.2080074,EKOS Netolice,,,,39.7,,40.91,,23.98,17-06-2026,https://www.mbenzin.cz/
48.8101145,16.8922813,Shell,Shell Czech Republic,24/7,,41.09,,42.13,,25.07,17-06-2026,https://www.mbenzin.cz/
49.9643916,14.3813857,Profi Auto CZ,PROFI AUTO CZ a.s.,,,38.92,,41.57,,24.08,17-06-2026,https://www.mbenzin.cz/
49.6767085,18.6667724,OMV,OMV Česká republika,Mo-Su 05:00-23:00,,40.82,,43.34,,24.65,17-06-2026,https://www.mbenzin.cz/
49.6536449,14.4255891,MOL,,Mo-Su 05:00-22:00,,40.43,,42.01,,24.66,17-06-2026,https://www.mbenzin.cz/
49.6307507,18.7208885,"MOL, Bystřice nad Olší","MOL Česká republika, s.r.o.",24/7,,40.41,,41.44,,24.69,17-06-2026,https://www.mbenzin.cz/
50.79765,14.404547,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.87,,41.65,,24.28,17-06-2026,https://www.mbenzin.cz/
49.2877003,16.2219338,Benzina,,,,39.97,,41.32,,24.5,17-06-2026,https://www.mbenzin.cz/
49.2968393,16.2186974,BDS,,,,38.87,,41.23,,24.03,17-06-2026,https://www.mbenzin.cz/
49.8523556,15.6532389,"K&P čerpací stanice, s. r. o.",,closed,,39.76,,40.92,,24.66,17-06-2026,https://www.mbenzin.cz/
48.9415576,17.4803739,Hunsgas,,,,39.02,,41.69,,24.41,17-06-2026,https://www.mbenzin.cz/
49.044761,16.3025686,EuroOil Moravský Krumlov,"Čepro, a.s.",Mo-Su 06:00-21:00,,39.55,,41.56,,24.41,17-06-2026,https://www.mbenzin.cz/
48.8258903,16.3989869,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,39.27,,40.96,,24.01,17-06-2026,https://www.mbenzin.cz/
48.9184665,16.5563359,"MOL, Iváň","MOL Česká republika, s.r.o.",05:00-22:00,,40.15,,41.97,,24.3,17-06-2026,https://www.mbenzin.cz/
48.8136618,16.3961676,MOL,,,,40.19,,42.49,,24.75,17-06-2026,https://www.mbenzin.cz/
48.9292043,16.3530391,Avia Miroslav,,06:00-22:00,,38.52,,41.11,,23.84,17-06-2026,https://www.mbenzin.cz/
49.2927182,13.9827221,Tank Ono - ČS Kbelnice,Tank ONO s.r.o.,24/7,,37.15,,39.03,,23.12,17-06-2026,https://www.mbenzin.cz/
49.5232264,14.0720618,Slovnaft,"MOL Česká republika, s.r.o.",24/7,,39.9,,41.82,,24.67,17-06-2026,https://www.mbenzin.cz/
49.6931649,14.0778469,,VS petrol,,,39.99,,41.48,,24.52,17-06-2026,https://www.mbenzin.cz/
50.0355633,16.5047476,EuroOil Letohrad,"Čepro, a.s.",Mo-Su 06:00-21:00,,39.99,,41.88,,24.21,17-06-2026,https://www.mbenzin.cz/
50.0687002,17.0928353,Avia Loučná nad Desnou,Energotis,24/7,,38.34,,40.46,,24.37,17-06-2026,https://www.mbenzin.cz/
50.7752615,14.7709552,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-21:00,,39.67,,40.87,,24.63,17-06-2026,https://www.mbenzin.cz/
